time,to,ti,gas,hum,press,alt,accx,accy,accz,gyrox,gyroy,gyroz,magnx,magny,magnz,vbus,ibus,pbus,tc
2021-12-08 13:09:45,24.1,26.06,11176,12.29,827.77,1673.24,1.19,-0.01,9.8,0.02,-0.02,-0.0,10.05,11.7,-5.1,5.04,568.6,2.87,54.0
2021-12-08 13:09:46,24.1,26.06,11176,12.29,827.77,1673.24,1.26,-0.03,9.79,0.02,-0.01,-0.0,11.25,10.95,-3.9,5.01,735.2,3.57,53.0
2021-12-08 14:21:12,14.77,23.9,27544,10.96,823.63,1713.92,-7.86,5.58,-1.63,-0.79,0.66,-0.07,31.8,12.9,-4.2,5.03,570.6,2.94,51.6
2021-12-08 14:21:42,14.59,23.85,8727,10.78,823.63,1713.93,-7.88,5.65,-1.95,0.65,-0.54,0.06,24.45,19.8,-9.75,5.03,614.5,3.28,50.6
2021-12-08 14:22:13,14.47,23.75,8910,10.64,823.63,1713.93,-7.05,6.78,-1.18,-0.5,0.39,0.03,41.25,0.9,-15.6,5.02,671.1,3.17,50.1
2021-12-08 14:22:43,14.33,23.61,9559,10.39,823.62,1713.99,-8.11,5.45,-0.91,-0.69,0.46,-0.08,21.45,21.45,-7.95,5.04,568.4,2.9,51.1
2021-12-08 14:23:13,14.18,23.46,10328,10.54,823.62,1713.96,-7.0,6.59,-1.36,0.64,-0.61,0.12,36.45,6.0,-7.5,5.03,910.6,3.02,51.1
2021-12-08 14:23:43,14.1,23.3,11053,10.42,823.62,1714.0,-7.01,6.9,-0.7,0.6,-0.43,-0.01,42.0,-2.25,-20.7,5.03,603.9,3.08,50.6
2021-12-08 14:24:14,13.98,23.13,12303,10.45,823.6,1714.17,-7.92,5.88,-0.31,1.06,-0.93,0.19,21.45,18.15,-38.25,4.96,615.3,3.18,51.1
2021-12-08 14:24:44,13.9,22.97,13145,10.35,823.59,1714.32,-8.09,5.63,-0.96,0.03,0.09,0.02,18.45,22.05,-32.1,5.04,595.2,3.06,51.1
2021-12-08 14:25:14,13.8,22.83,13862,10.47,823.58,1714.36,-7.81,5.99,-0.64,-0.28,0.19,-0.02,28.65,7.35,-42.75,5.03,645.9,3.12,50.6
2021-12-08 14:25:45,13.73,22.69,14479,10.57,823.57,1714.47,-7.82,5.88,-0.53,-0.51,0.4,-0.06,43.5,-4.8,-11.55,5.03,600.4,2.88,51.6
2021-12-08 14:26:15,13.67,22.56,15051,10.63,823.56,1714.58,-7.69,6.07,-0.55,-0.27,0.23,-0.05,29.1,10.05,-42.45,4.96,812.6,4.28,50.6
